,Review,Class
739,"Kung kailan naging updated mas lalong bumabagal 😤daming malfunction sa apps nyo Ngayon meta paki ayos Naman Neto, kahit Hindi Naman high resolution Ang image di pa ma open grabe Ang loading kahit Malakas Ang net👎👎👎 nakakapainit ng ulo Akala ko problema lang sa load ko pero sa app na Pala talaga okay Naman function ng Ibang apps Maliban sa messenger, Sana mapansin feedback ko tagal nako nagtitimpi sainyo Ngayon lang ako nagreklamo",1
740,Nice,1
741,messenger is appropriate,1
742,What a stupid app girls don't even reply,1
743,RAJA Royy hi 💗😊,1
744,idk why but i need to keep logout and i lost all the conctext so i have to uninstall and re-enstall 😶😶,1
745,Good,1
746,..... Ki koro u United Kingdom Rushanara Ali. Accha te gumiye use. ii8 . u. alhamdulillah valo kore. Tumi kmn u u United.. .. ... ... . m. M... N. N n n k .,1
747,Hope I don't get hacked again from another person,1
748,Nice app,1
749,I am not sure people fully understand how this works it is private. Just received a warning a nearby device scanning my phone sorry will have to redo message.,1
750,F##u7i####o###qawr,1
751,Es buena,1
752,Load TNT 100,1
753,مليح,1
754,I love it..,1
755,nic,1
756,Sanjysàhis,1
757,Good,1
758,Good,1
759,"Adv Nazi"" malik",1
760,"Never receive notifications. I will have a message sitting unread for days before I receive a pop up or notification that anything has been received. Terrible experience for a messaging app, use anything else but this.",1
761,Very Nice,1
762,Cannot update...why?,1
763,This makes communication more fun and yet you must be aware of the hacks !,1
764,hahahahah,1
765,They are awesome 👍,1
766,I cannot deactivate my messenger,1
767,it's handy!,1
768,Good,1
769,None,1
770,"Won't send photos with data or wifi, just says sending the whole time. Reinstalled 3 times, check permissions and restarted my phone and still doesn't work",1
771,Someone use my phone number.,1
772,"Been glitching lately, i thought it was just my phone but my friends also said their messenger has been glitching too, also please bring back the old avatars☹️☹️☹️☹️☹️",1
773,Bading ka padin tanginamo,1
774,"Add a customizable theme option. One color for a friends' chat, one color for your chat, and a background that can be customized by either color or a photo upload. And my ratings will go straight to 5 stars",1
775,Nice,1
776,RT ka la Ane,1
777,Naice app,1
778,Great app!,1
779,nice app,1
780,Ok,1
781,So amazing,1
782,Seems it always crashing my phone but I enjoy it most of the time 4ppl close n far away,1
783,Nice,1
784,I really love it,1
785,Love yall brother,1
786,Great,1
787,so amazing,1
788,Love it,1
789,"Ever since my account got hacked my new account is continuously being denied messaging my friends. Thus been going on for a month. I 've had no help what so ever in this issued being fixed or response from Facebook ""help""staff in fixing this issue. Not to mention that my old hacked account is still trying ( with all access) to scam an all my friends old account. So fyi this app is riddled with scammers and bots",1
790,beautiful,1
791,It's great,1
792,no vedio call,1
793,it's a falto app when i propose a beautiful lady she block me. Why man why are you provide block option to girls 😑 It can't show view list on story 😑,1
794,Good,1
795,Excellent,1
796,👎👎👎👎👎,1
797,I love messenger,1
798,Very nice one,1
799,couldn't send a message,1
800,This app is so bad you can even get girls with this stupid app -_-,1
801,Messenger always stuck,1
802,word effect's not working,1
803,Everything is good,1
804,My problem is when I send a picture.its not send.sometimes late.please fix this.,1
805,I can't see some of the emoji that was sent to me...,1
806,"I don't understand why I can only send PDFs from the computer. I used to be able to send documents through the app too, yet the feature is now only on Messenger LITE? Why does the lite version have more function that the full app? ALSO, whenever I use it on my S22, I get a message saying Messenger isn't optimized for my device. My phone freezes for a moment when I get this pop up.",1
807,Nice,1
808,Good but add the camera back like that pls remove call cus someone on my group call keeps removing one person or do something add says who remove and let's everyone know who remove who something pls cus when that happens makes my messenger play up it annoys me messenger being more pain now half of the time it's keeps kicking people off call,1
809,So bad so slow not useful,1
810,Very nice😘,1
811,Lag!!,1
812,Very nice👌🏻🤩🤩🤩🤩🙏🏻🙏🏻,1
813,مميز بس مش بيمسح الرسايل كلها مرا واحده لازم حاجه حاجه فاتمني تعدلوها والأرشيف بيبقي ممكن اي حد يدخل عليه فيا ريت لو يبقي في إخفاء وباسورد,1
814,Cant open apps,1
815,Great,1
816,Very nice 👍,1
817,لمذږذلړ,1
818,Thank You,1
819,I like the app.,1
820,Prefect 😍😍,1
821,کریم,1
822,"Super annoying that notifications stop working and randomly start again. I have to continually uninstall, clear the cache, and it works for a few days, then stops again.",1
823,I love this app,1
824,Very nice and loving,1
825,Lovable!,1
826,Good Very fast,1
827,Nice apps,1
828,Cool,1
829,It's great except I can't get MetaPay to work.,1
830,Why massage can't unsend or unsend delete both side?,1
831,Slow,1
832,"Suspiciously delivers all our messaging needs free. Are the feds watching through messenger, if they have a warrant you bet but other then that it's legendary.",1
833,nice app,1
834,The app keeps stopping and I can't even open the app without the app stopping.,1
835,Why is it there is a lag in calling?i need to restart my phone just to call again after few minutes it will do it again and again,1
836,good app.,1
837,"If certain people call me, I don't get any notifications for a call or messages. Other times messages will not send properly even tho my connection is strong and my Internet is good. I don't get it messenger, not one good update without some kind of bugs. Does meta actually ever update the bugs for messenger. Update: now it's buggy. Messenger is drawing over other apps even when the app is completely closed and I have to force stop it.",1
838,Easy too Install...,1
839,Cant install it,1
840,Very good,1
841,"I don't like messenger bc it lags when I didn't use this app for many hours,if I send a video my cellphone is lagging and I can't touch the video.",1
842,আমার একাউন্ট টি ফিরিয়ে দিন,1
843,Nice,1
844,Ok naman sya,1
845,Love it,1
846,"Keeps on lagging, and photos takes long time to send.. please have an update",1
847,ltz Raju,1
848,"The App is very accessible to any ages, but I suggest that sending files can be done also in phone not just in using PC or laptop. and also please bring back the ignore messages for group chats. Thank you.",1
849,App keeps crashing.,1
850,muu shvv,1
851,Goodness,1
852,"I hate this application, all the time is scanning my phone but it's the only one I can use to have communication with my old Dad.",1
853,Messenge,1
854,কন,1
855,Happy,1
856,good,1
857,Redaahafaraz,1
858,Not getting message notifications on my new phone,1
859,Good,1
860,very nice,1
861,So Nice Inspiration,1
862,"Instead of adding more features, (3d head, backgrounds, restrict, community, etc) how about you guys kindly fix the bugs like you cant see videos and photos in a middle of a conversation, its awkward judging a blank space, whenever i play a video in group chat whenever someone else pops up or reacts on it, it resets like WTH, so please fix your app",1
863,OMG,1
864,IT SIGNED ME OUT FROM MY ACCOUNT AND WON'T LET ME SIGN BACK IN,1
865,Hate this app,1
866,Archived messages show up in Marketplace inbox after going to Archive. Unarchive and archive to remove them again from inbox. Bring back the remove member from chat optiions if you cant improve Marketplace for sellers,1
867,Nice thes aps,1
868,fix your messenger,1
869,Not work very bad service messenger,1
870,Still the best,1
871,I'weel.Try .to.use,1
872,Couldn't get the app opened to retrieve messages,1
873,Nic app,1
874,I cant download thus appp,1
875,Very good,1
876,very facinating indeed,1
877,Nice😘,1
878,😀,1
879,Good,1
880,after 2022 update the app just automatically turned off all notification notices so that I can't hear when anyone is contacting me.,1
881,I have no complaints with this APP.... Love it the way it is for a Free App❣️❣️❣️❣️ Thank You ☺️,1
882,Good,1
883,It's nice actually,1
884,Good,1
885,Very much nice,1
886,Excellent app For Facebook,1
887,nic app,1
888,bad app,1
889,My profile is not showing,1
890,Joss app,1
891,"The app is terrible. Notifications continually stop working, and nothing but an uninatall and reinstall seem to fix it it. Oh, and only sometimes!",1
892,I love it ❤️,1
893,Fun,1
894,I like watching the videos and talking to single men,1
895,Stories not showing in the app,1
896,"Great, and easy",1
897,Best,1
898,So many bugs and always stuck in loading when im trying to chat even tho i have a 2 wifi they both doesn't work,1
899,Easy to use and very good conectio,1
900,I want to temporarily deactivate my messenger but I don't know how to do it,1
901,Nice.,1
902,"The app is good but sometimes it's to hassle. Usually, can't send photos or even videos.",1
903,Like that at,1
904,What happened for this app.?? Still updating and pending😏😏,1
905,I Love This {App} 💙🔥💤💯💫:),1
906,Cool,1
907,My messenger is not working anymore,1
908,"Not receiving notifications from messages FOR OVER HALF A YEAR NOW. How is this possible? Notifications are allowed, I even switched phones during that period, and the issue still persists...",1
909,Great,1
910,Fantastic,1
911,Nice,1
912,So very nice,1
913,Niec apps,1
914,"Why is there no option to unsend or remove the message in the messenger group..?? If someone messages hateful words/harassment/swearing etc. in the messenger group, then the admins will not be able to remove because there is no option to remove the message, so it will cause a lot of problems, so in the messenger group, the admins should remove a message. Maybe that's why I request you to give the option to remove the message in the next update. Thanks In Advance 💙💙💙❤️❤️",1
915,💞💞💫,1
916,Good,1
917,I love it,1
918,Accepting rewards payments Fund,1
919,It was a good and fast app,1
920,Very good,1
921,Good,1
922,keep it ul metA😎,1
923,It's a great item to connect the entire world,1
924,Nice,1
925,I can't text or message,1
926,Excellent,1
927,Nice,1
928,Love it,1
929,It's ok could be better,1
930,Appropraite,1
931,Good App for Chat,1
932,It was good 👍,1
933,"I like this app. It is very easy to use. I like the people on it, they are nice. I give it a 10 star.",1
934,Can't open the app after updating it.,1
935,Good,1
936,No thank you,1
937,When I get a personal call on my cell phone while on a fb messenger video call and try to open the personal call the fb messenger app failed to end the video call. And vice versa. This makes me think others will eventually hear my conversation. Can you please change it back to when I could end the call after answering the personal call.,1
938,Seems like even when you turn something off it still does what it wants,1
939,So nice,1
940,Good,1
941,Faster,1
942,Nice app,1
943,Good,1
944,Good,1
945,Lag.. stealing user data..,1
946,It's much better AND lovely flowing so nicely,1
947,Nothing is better than this Messenger,1
948,This app is not open this phone,1
949,I'm supper enough r,1
950,Sending pictures is not working,1
951,It's a very good app,1
952,Super log,1
953,Satisfied with channel quick answers at time goes forward,1
954,Open,1
955,Awesome. I got my Family Ship.,1
956,"Excellent app, very cool and easy to use even for a first timer, wow, jist love it",1
957,Good,1
958,Amazing,1
959,It's amazing for sure,1
960,Can I post my pictures on every time I do that I want to know why. Explain it to me I could post when I want p Google,1
961,Awesome,1
962,Good,1
963,Waqif khan,1
964,So many bugs.,1
965,New emoji is horrible... please change it...,1
966,This software is in a very bad condition,1
